game_id,frame_id,file_name,a,b,c,d,mean
2,878,878_2.png,,,,,46.55165043081276
2,887,887_2.png,0.7583333333333333,0.6601851851851852,0.00625,0.011111111111111112,46.60416972093621
2,888,888_2.png,0.7489583333333333,0.6648148148148149,0.00625,0.011111111111111112,46.61068045910494
2,889,889_2.png,0.7390625,0.6694444444444444,0.00625,0.011111111111111112,46.647822948816874
2,890,890_2.png,0.7291666666666666,0.674074074074074,0.00625,0.011111111111111112,46.782595164609056
2,891,891_2.png,0.7208333333333333,0.6731481481481482,0.00625,0.011111111111111112,46.875317804783954
2,892,892_2.png,0.7135416666666666,0.6666666666666666,0.00625,0.011111111111111112,46.88434268904321
2,893,893_2.png,0.70625,0.6601851851851852,0.00625,0.011111111111111112,46.813811406893
2,894,894_2.png,0.7,0.6537037037037037,0.00625,0.011111111111111112,46.69934252829218
2,895,895_2.png,0.6932291666666667,0.6472222222222223,0.00625,0.011111111111111112,46.837064525462964
2,896,896_2.png,0.6864583333333333,0.6416666666666667,0.00625,0.011111111111111112,46.943424479166666
2,897,897_2.png,0.6791666666666667,0.6361111111111111,0.00625,0.011111111111111112,47.047178337191355
2,898,898_2.png,0.6729166666666667,0.6305555555555555,0.00625,0.011111111111111112,47.05268132716049
2,899,899_2.png,0.6661458333333333,0.6259259259259259,0.00625,0.011111111111111112,46.959056391460905
2,900,900_2.png,0.659375,0.6212962962962963,0.00625,0.011111111111111112,46.905588348765434
2,901,901_2.png,0.6526041666666667,0.6157407407407407,0.00625,0.011111111111111112,47.001925315072015
2,902,902_2.png,0.6463541666666667,0.612037037037037,0.00625,0.011111111111111112,47.13504179526749
2,903,903_2.png,0.6401041666666667,0.6083333333333333,0.00625,0.011111111111111112,47.215182291666665
2,919,919_2.png,0.5442708333333334,0.575,0.00625,0.011111111111111112,47.43884468235597
2,920,920_2.png,0.5385416666666667,0.575,0.00625,0.011111111111111112,47.559504083076135
2,921,921_2.png,0.5333333333333333,0.575,0.00625,0.011111111111111112,47.68063191229424
2,922,922_2.png,0.5276041666666667,0.575,0.00625,0.011111111111111112,47.647332175925925
2,923,923_2.png,0.521875,0.575925925925926,0.00625,0.011111111111111112,47.54578526877572
2,924,924_2.png,0.5171875,0.575925925925926,0.00625,0.011111111111111112,47.50897537294239
2,925,925_2.png,0.5114583333333333,0.5768518518518518,0.00625,0.011111111111111112,47.57053369341564
2,926,926_2.png,0.50625,0.5777777777777777,0.00625,0.011111111111111112,47.65375385802469
2,927,927_2.png,0.5020833333333333,0.5787037037037037,0.00625,0.011111111111111112,47.758787615740744
2,928,928_2.png,0.4973958333333333,0.5814814814814815,0.00625,0.011111111111111112,47.74441936728395
2,929,929_2.png,0.49114583333333334,0.5833333333333334,0.00625,0.011111111111111112,47.63587577160494
2,930,930_2.png,0.4864583333333333,0.5842592592592593,0.00625,0.011111111111111112,47.5871768904321
2,931,931_2.png,0.4817708333333333,0.587037037037037,0.00625,0.011111111111111112,47.635307677469136
2,932,932_2.png,0.4765625,0.5888888888888889,0.00625,0.011111111111111112,47.74419061856996
2,933,933_2.png,0.471875,0.5916666666666667,0.00625,0.011111111111111112,47.84440586419753
2,934,934_2.png,0.46770833333333334,0.5935185185185186,0.00625,0.011111111111111112,47.78823575745885
2,935,935_2.png,0.4630208333333333,0.5962962962962963,0.00625,0.011111111111111112,47.719214891975305
2,939,939_2.png,0.44479166666666664,0.6092592592592593,0.00625,0.011111111111111112,47.951309638631685
2,940,940_2.png,0.440625,0.612037037037037,0.00625,0.011111111111111112,47.9005328896605
2,941,941_2.png,0.43645833333333334,0.6157407407407407,0.00625,0.011111111111111112,47.76571775334362
2,942,942_2.png,0.4322916666666667,0.6194444444444445,0.00625,0.011111111111111112,47.77085728523662
2,943,943_2.png,0.428125,0.6212962962962963,0.00625,0.011111111111111112,47.82705520190329
2,944,944_2.png,0.42552083333333335,0.6157407407407407,0.00625,0.011111111111111112,47.93529095936214
2,945,945_2.png,0.42239583333333336,0.6111111111111112,0.00625,0.011111111111111112,48.00503504372428
2,946,946_2.png,0.4197916666666667,0.6064814814814815,0.00625,0.011111111111111112,47.98943833590535
2,947,947_2.png,0.41770833333333335,0.6018518518518519,0.00625,0.011111111111111112,47.86303658693416
2,948,948_2.png,0.41510416666666666,0.5972222222222222,0.00625,0.011111111111111112,47.866842046039096
2,949,949_2.png,0.4125,0.5935185185185186,0.00625,0.011111111111111112,47.895995048868315
2,950,950_2.png,0.40989583333333335,0.5898148148148148,0.00625,0.011111111111111112,47.98394772376543
2,951,951_2.png,0.40729166666666666,0.5861111111111111,0.00625,0.011111111111111112,48.08083156507202
2,952,952_2.png,0.40520833333333334,0.5833333333333334,0.00625,0.011111111111111112,48.02059397505144
2,953,953_2.png,0.40208333333333335,0.5787037037037037,0.00625,0.011111111111111112,47.88407616383745
2,954,954_2.png,0.4,0.5768518518518518,0.00625,0.011111111111111112,47.843517393261315
2,955,955_2.png,0.39739583333333334,0.5731481481481482,0.00625,0.011111111111111112,47.83060828189301
2,971,971_2.png,0.4,0.549074074074074,0.00625,0.011111111111111112,47.72305217978395
2,988,988_2.png,0.49895833333333334,0.5509259259259259,0.00625,0.011111111111111112,47.71741078317901
2,989,989_2.png,0.5046875,0.5518518518518518,0.00625,0.011111111111111112,47.650948431069956
2,990,990_2.png,0.5104166666666666,0.5546296296296296,0.00625,0.011111111111111112,47.524403774434155
2,991,991_2.png,0.5161458333333333,0.5555555555555556,0.00625,0.011111111111111112,47.59988442001029
2,992,992_2.png,0.521875,0.5592592592592592,0.00625,0.011111111111111112,47.6603883744856
2,993,993_2.png,0.5276041666666667,0.5611111111111111,0.00625,0.011111111111111112,47.743827642746915
2,994,994_2.png,0.5328125,0.5638888888888889,0.00625,0.011111111111111112,47.69668386702675
2,995,995_2.png,0.5385416666666667,0.5666666666666667,0.00625,0.011111111111111112,47.54241335519547
2,996,996_2.png,0.54375,0.5694444444444444,0.00625,0.011111111111111112,47.51985355581276
2,997,997_2.png,0.5494791666666666,0.5722222222222222,0.00625,0.011111111111111112,47.59177035108025
2,998,998_2.png,0.5546875,0.575,0.00625,0.011111111111111112,47.645365387088475
2,999,999_2.png,0.5598958333333334,0.5787037037037037,0.00625,0.011111111111111112,47.756790605709874
2,1000,1000_2.png,0.565625,0.5824074074074074,0.00625,0.011111111111111112,47.58298241383745
